experiment,corruption,severity,intervention_type,fraction,alpha,norm_cap,layer_id,mask_seed,U,n_images,recovery_rate,new_error_rate,corruption_failure_set_size,still_correct_set_size,margin_change,model_fingerprint
E1,gaussian_noise,1,partial_channel,0.01,1.0,,1,16,0.050000000000005596,2000,0.029850746268656716,0.004542013626040878,134,1321,0.0028193745613098145,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
E1,gaussian_noise,1,partial_channel,0.01,1.0,,1,17,-0.04999999999999449,2000,0.007462686567164179,0.003028009084027252,134,1321,0.0013087546825408935,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
E1,gaussian_noise,1,partial_channel,0.01,1.0,,1,18,-0.04999999999999449,2000,0.06716417910447761,0.00984102952308857,134,1321,-0.0010985047817230224,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
E1,gaussian_noise,1,partial_channel,0.01,1.0,,1,19,0.15000000000000568,2000,0.03731343283582089,0.004542013626040878,134,1321,-0.00044529736042022707,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
E1,gaussian_noise,1,partial_channel,0.05,1.0,,1,0,0.20000000000000018,2000,0.07462686567164178,0.00984102952308857,134,1321,0.02091995346546173,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
E1,gaussian_noise,1,partial_channel,0.05,1.0,,1,1,0.10000000000000009,2000,0.12686567164179105,0.014383043149129448,134,1321,0.03303466749191284,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
E1,gaussian_noise,1,partial_channel,0.05,1.0,,1,2,-0.30000000000000027,2000,0.09701492537313433,0.016654049962149888,134,1321,0.021479432225227357,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
E1,gaussian_noise,1,partial_channel,0.05,1.0,,1,3,-0.04999999999999449,2000,0.05970149253731343,0.00984102952308857,134,1321,0.01972919476032257,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
E1,gaussian_noise,1,partial_channel,0.05,1.0,,1,4,-0.10000000000000009,2000,0.03731343283582089,0.008327024981074944,134,1321,0.025295282959938048,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
E1,gaussian_noise,1,partial_channel,0.05,1.0,,1,5,-0.40000000000000036,2000,0.05223880597014925,0.01514004542013626,134,1321,0.01914254581928253,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
